image_name,upper_corner,lower_corner,all_center,upper_angle,middle_angle,lower_angle,lower_distance
CFD-BF-047-004-HC.jpg,259.0945773,256.0956852,405.3448955,66.67086131,125.1298559,62.61007487,581.8754795
CFD-BF-047-028-HO.jpg,262.1221089,260.1557226,384.8570415,70.02775184,129.4258,66.37120344,558.3486345
CFD-BF-047-046-A.jpg,250.1619475,244.1311123,368.3324001,63.52358216,121.7812407,71.02545066,502.4394399
CFD-BF-047-055-F.jpg,244.1659272,238.2099914,412.7169812,57.24940155,106.4763201,63.03999904,550.085057
CFD-BF-048-002-N.jpg,211.0094785,207.0096616,414.0046728,58.45196993,105.9983464,48.64372288,599.989467
CFD-BF-048-005-HO.jpg,217,214,418.0063999,63.47210361,114.3544329,47.18453825,628.812731
CFD-BF-048-006-HC.jpg,219.0022831,216,412.0047169,63.9512074,116.3683446,48.63416368,618.6770053
CFD-BF-048-013-F.jpg,198.0101008,192.0234361,393.0183471,53.25320934,98.62143096,50.93621242,539.0688654
CFD-BF-048-038-A.jpg,202.0024752,197,339.0434505,58.74628754,112.3282524,61.96194938,460.8194774
CFD-BF-049-032-N.jpg,217.0023041,210.0023809,400.0049504,60.10010967,105.0461199,51.33318778,587.2622636
CFD-BF-049-034-HO.jpg,242.0020661,238.0021008,407,68.58351391,119.4238181,54.2082696,623.6705893
CFD-BF-049-036-HC.jpg,236,233,392.0476505,65.82112488,118.7194632,57.56995616,578.0103093
CFD-BF-049-039-A.jpg,223.0089684,218.0206412,370.0068517,64.28084729,112.0026538,58.0343118,546.6165719
CFD-BF-049-042-F.jpg,233.0085835,227.0088104,341.0087335,61.43343847,110.2825591,74.22388806,464.2672327
CFD-BF-050-003-N.jpg,213.0211257,208.0216335,401.0712924,58.82201287,112.4825869,51.31321079,571.9117584
CFD-BF-050-004-HO.jpg,232.0538731,230.03478,422.0797595,68.77768148,125.6915505,48.72173181,655.1630667
CFD-BF-050-008-HC.jpg,215.0581317,212.0377325,393.0245841,62.40931839,120.9789847,51.86632229,569.8151396
CFD-BF-050-012-A.jpg,216.2313576,211.1918559,317.3625768,60.91525272,120.4143572,74.96317149,426.1068766
CFD-BF-050-036-F.jpg,203.0221663,197.010152,382.0344258,56.55850263,109.1495272,52.66849573,529.3280982
CFD-BF-051-029-F.jpg,198.0631213,191.0654338,372.0877739,56.30450534,96.18757354,52.49233831,529.811533
CFD-BF-051-035-N.jpg,217.0829335,212.0848887,358.0079364,60.9981758,110.1399478,61.55364705,506.1882857
CFD-BF-051-037-HO.jpg,227.0792813,226.055303,362.019229,69.63805749,125.2203121,59.04484357,544.6535267
CFD-BF-051-038-HC.jpg,231.0541062,230.0543414,383.0047618,70.25022259,126.0374887,55.29162526,585.4190062
CFD-BF-051-043-A.jpg,210.1523257,206.1552813,375.0202268,59.03804025,109.2687163,56.15444906,528.5827233
CFD-BF-200-080-N.jpg,239.0522955,235.0531855,411.0064776,64.15604025,108.545605,55.45088052,616.558972
CFD-BF-201-080-N.jpg,220.0090907,215.0093021,415.0434292,55.56921013,106.0062084,53.99651313,565.925615
CFD-BF-202-109-N.jpg,238.0189068,232.0193957,447.0038167,55.49737165,104.6971077,54.2370653,614.1464515
CFD-BF-203-184-N.jpg,232.0775732,226.079632,469.2120315,59.18609019,112.1740887,45.42446144,691.8423963
CFD-BF-204-189-N.jpg,237.0189866,230.0195644,419.0057006,58.70420537,110.6877736,56.39604871,585.4845894
CFD-BF-205-141-N.jpg,227.0550594,221.0565538,389.020406,62.9543484,106.5146282,55.84410715,579.1909688
